Consumption,consumption_comb
"[['3.8 l/100 km (comb)'], ['4.5 l/100 km (city)'], ['3.4 l/100 km (country)']]",3.8
"[['3.4 l/100 km (comb)'], ['3.9 l/100 km (city)'], ['3.1 l/100 km (country)']]",3.4
"[['3.4 l/100 km (comb)'], ['3.9 l/100 km (city)'], ['3.1 l/100 km (country)']]",3.4
"[['3.7 l/100 km (comb)'], ['4.2 l/100 km (city)'], ['3.3 l/100 km (country)']]",3.7
"[['3.7 l/100 km (comb)'], ['4.2 l/100 km (city)'], ['3.3 l/100 km (country)']]",3.7
"[['3.7 l/100 km (comb)'], ['4.2 l/100 km (city)'], ['3.3 l/100 km (country)']]",3.7
"[['3.6 l/100 km (comb)'], ['4 l/100 km (city)'], ['3.3 l/100 km (country)']]",3.6
"[['3.5 l/100 km (comb)'], ['4 l/100 km (city)'], ['3.3 l/100 km (country)']]",3.5
"[['3.4 l/100 km (comb)'], ['3.9 l/100 km (city)'], ['3.1 l/100 km (country)']]",3.4
"[['3.4 l/100 km (comb)'], ['3.9 l/100 km (city)'], ['3.1 l/100 km (country)']]",3.4
"[['3.4 l/100 km (comb)'], ['3.9 l/100 km (city)'], ['3.1 l/100 km (country)']]",3.4
"[['3.4 l/100 km (comb)'], ['3.9 l/100 km (city)'], ['3.1 l/100 km (country)']]",3.4
"[['3.5 l/100 km (comb)'], ['4 l/100 km (city)'], ['3.2 l/100 km (country)']]",3.5
"[['3.5 l/100 km (comb)'], ['4 l/100 km (city)'], ['3.2 l/100 km (country)']]",3.5
"[['4.3 l/100 km (comb)'], ['5.5 l/100 km (city)'], ['4 l/100 km (country)']]",4.3
"[['4.3 l/100 km (comb)'], ['5.1 l/100 km (city)'], ['3.8 l/100 km (country)']]",4.3
,
,
,
"[['3.5 l/100 km (comb)'], ['4 l/100 km (city)'], ['3.2 l/100 km (country)']]",3.5
"[['3.8 l/100 km (comb)'], ['4.4 l/100 km (city)'], ['3.4 l/100 km (country)']]",3.8
"[['3.8 l/100 km (comb)'], ['4.4 l/100 km (city)'], ['3.4 l/100 km (country)']]",3.8
"[['3.5 l/100 km (comb)'], ['3.9 l/100 km (city)'], ['3.2 l/100 km (country)']]",3.5
"[['3 l/100 km (comb)'], ['4 l/100 km (city)'], ['3 l/100 km (country)']]",3
"[['3.6 l/100 km (comb)'], ['4 l/100 km (city)'], ['3.3 l/100 km (country)']]",3.6
"[['3.5 l/100 km (comb)'], ['4 l/100 km (city)'], ['3.2 l/100 km (country)']]",3.5
"[['3.5 l/100 km (comb)'], ['4 l/100 km (city)'], ['3.2 l/100 km (country)']]",3.5
"[['3.3 l/100 km (comb)'], ['3.6 l/100 km (city)'], ['4 l/100 km (country)']]",3.3
"[['3.5 l/100 km (comb)'], ['4 l/100 km (city)'], ['3.2 l/100 km (country)']]",3.5
"[['3.6 l/100 km (comb)'], ['4.2 l/100 km (city)'], ['3.3 l/100 km (country)']]",3.6
"[['4.4 l/100 km (comb)'], ['5.2 l/100 km (city)'], ['3.9 l/100 km (country)']]",4.4
"[['3.5 l/100 km (comb)'], ['4 l/100 km (city)'], ['3.2 l/100 km (country)']]",3.5
"[['4.4 l/100 km (comb)'], ['5.2 l/100 km (city)'], ['3.9 l/100 km (country)']]",4.4
"[['3.6 l/100 km (comb)'], ['4 l/100 km (city)'], ['3.3 l/100 km (country)']]",3.6
"[['3.5 l/100 km (comb)'], ['4 l/100 km (city)'], ['3.2 l/100 km (country)']]",3.5
"[['3.6 l/100 km (comb)'], ['4.2 l/100 km (city)'], ['3.3 l/100 km (country)']]",3.6
"[['3.6 l/100 km (comb)'], ['4 l/100 km (city)'], ['3.3 l/100 km (country)']]",3.6
"[['3.7 l/100 km (comb)'], ['4.2 l/100 km (city)'], ['3.3 l/100 km (country)']]",3.7
"[['3.7 l/100 km (comb)'], ['4.2 l/100 km (city)'], ['3.3 l/100 km (country)']]",3.7
"[['3.7 l/100 km (comb)'], ['4.2 l/100 km (city)'], ['3.3 l/100 km (country)']]",3.7
"[['3.6 l/100 km (comb)'], ['4.2 l/100 km (city)'], ['3.3 l/100 km (country)']]",3.6
"[['5.4 l/100 km (comb)'], ['7.3 l/100 km (city)'], ['4.2 l/100 km (country)']]",5.4
"[['3.6 l/100 km (comb)'], ['4.2 l/100 km (city)'], ['3.3 l/100 km (country)']]",3.6
"[['3.9 l/100 km (comb)'], ['4.6 l/100 km (city)'], ['3.6 l/100 km (country)']]",3.9
"[['3.7 l/100 km (comb)'], ['4.2 l/100 km (city)'], ['3.3 l/100 km (country)']]",3.7
"[['4.4 l/100 km (comb)'], ['5.2 l/100 km (city)'], ['3.9 l/100 km (country)']]",4.4
"[['3.6 l/100 km (comb)'], ['4 l/100 km (city)'], ['3.3 l/100 km (country)']]",3.6
"[['3.6 l/100 km (comb)'], ['4.2 l/100 km (city)'], ['3.3 l/100 km (country)']]",3.6
"[['3.4 l/100 km (comb)'], ['3.9 l/100 km (city)'], ['3.1 l/100 km (country)']]",3.4
"[['3.6 l/100 km (comb)'], ['4 l/100 km (city)'], ['3.3 l/100 km (country)']]",3.6
"[['3.7 l/100 km (comb)'], ['3.9 l/100 km (city)'], ['3.5 l/100 km (country)']]",3.7
"[['5.4 l/100 km (comb)'], ['7.3 l/100 km (city)'], ['4.2 l/100 km (country)']]",5.4
"[['3.5 l/100 km (comb)'], ['4 l/100 km (city)'], ['3.3 l/100 km (country)']]",3.5
"[['3.7 l/100 km (comb)'], ['4.2 l/100 km (city)'], ['3.3 l/100 km (country)']]",3.7
"[['3.4 l/100 km (comb)'], ['3.9 l/100 km (city)'], ['3.1 l/100 km (country)']]",3.4
"[['3.5 l/100 km (comb)'], ['4 l/100 km (city)'], ['3.2 l/100 km (country)']]",3.5
"[['3.6 l/100 km (comb)'], ['4.2 l/100 km (city)'], ['3.3 l/100 km (country)']]",3.6
"[['3.6 l/100 km (comb)'], ['4.2 l/100 km (city)'], ['3.3 l/100 km (country)']]",3.6
"[['3.5 l/100 km (comb)'], ['4 l/100 km (city)'], ['3.2 l/100 km (country)']]",3.5
"[['3.5 l/100 km (comb)'], ['4 l/100 km (city)'], ['3.2 l/100 km (country)']]",3.5
"[['3.7 l/100 km (comb)'], ['4.2 l/100 km (city)'], ['3.3 l/100 km (country)']]",3.7
"[['3.7 l/100 km (comb)'], ['4.2 l/100 km (city)'], ['3.3 l/100 km (country)']]",3.7
"[['3.6 l/100 km (comb)'], ['4 l/100 km (city)'], ['3.3 l/100 km (country)']]",3.6
,
"[['5.4 l/100 km (comb)'], ['7.3 l/100 km (city)'], ['4.2 l/100 km (country)']]",5.4
"[['3.6 l/100 km (comb)'], ['4.2 l/100 km (city)'], ['3.3 l/100 km (country)']]",3.6
"[['3.6 l/100 km (comb)'], ['4 l/100 km (city)'], ['3.3 l/100 km (country)']]",3.6
"[['4.4 l/100 km (comb)'], ['5.2 l/100 km (city)'], ['3.9 l/100 km (country)']]",4.4
"[['3.5 l/100 km (comb)'], ['4 l/100 km (city)'], ['3.2 l/100 km (country)']]",3.5
"[['3.8 l/100 km (comb)'], ['4.5 l/100 km (city)'], ['3.4 l/100 km (country)']]",3.8
"[['3.4 l/100 km (comb)'], ['3.9 l/100 km (city)'], ['3.1 l/100 km (country)']]",3.4
"[['3.5 l/100 km (comb)'], ['4 l/100 km (city)'], ['3.2 l/100 km (country)']]",3.5
"[['3.5 l/100 km (comb)'], ['4 l/100 km (city)'], ['3.2 l/100 km (country)']]",3.5
"[['3.4 l/100 km (comb)'], ['3.9 l/100 km (city)'], ['3.1 l/100 km (country)']]",3.4
,
"[['3.6 l/100 km (comb)'], ['4.2 l/100 km (city)'], ['3.3 l/100 km (country)']]",3.6
"[['3.5 l/100 km (comb)'], ['4 l/100 km (city)'], ['3.2 l/100 km (country)']]",3.5
"[['3.5 l/100 km (comb)'], ['4 l/100 km (city)'], ['3.2 l/100 km (country)']]",3.5
"[['4.3 l/100 km (comb)'], ['5.2 l/100 km (city)'], ['3.8 l/100 km (country)']]",4.3
"[['4.6 l/100 km (comb)'], ['5.7 l/100 km (city)'], ['3.9 l/100 km (country)']]",4.6
"[['3.4 l/100 km (comb)'], ['3.8 l/100 km (city)'], ['3.1 l/100 km (country)']]",3.4
"[['4.4 l/100 km (comb)'], ['5.2 l/100 km (city)'], ['3.9 l/100 km (country)']]",4.4
"[['3.4 l/100 km (comb)'], ['3.8 l/100 km (city)'], ['3.1 l/100 km (country)']]",3.4
"[['3.7 l/100 km (comb)'], ['4.2 l/100 km (city)'], ['3.3 l/100 km (country)']]",3.7
"[['3.5 l/100 km (comb)'], ['4 l/100 km (city)'], ['3.2 l/100 km (country)']]",3.5
"[['3.5 l/100 km (comb)'], ['4 l/100 km (city)'], ['3.2 l/100 km (country)']]",3.5
"[['3.4 l/100 km (comb)'], ['3.9 l/100 km (city)'], ['3.1 l/100 km (country)']]",3.4
"[['3.4 l/100 km (comb)'], ['3.9 l/100 km (city)'], ['3.1 l/100 km (country)']]",3.4
"[['3.4 l/100 km (comb)'], ['3.9 l/100 km (city)'], ['3.1 l/100 km (country)']]",3.4
"[['3.6 l/100 km (comb)'], ['4.2 l/100 km (city)'], ['3.3 l/100 km (country)']]",3.6
"[['3.5 l/100 km (comb)'], ['4 l/100 km (city)'], ['3.2 l/100 km (country)']]",3.5
"[['3.5 l/100 km (comb)'], ['4 l/100 km (city)'], ['3.2 l/100 km (country)']]",3.5
"[['3.6 l/100 km (comb)'], ['4.2 l/100 km (city)'], ['3.3 l/100 km (country)']]",3.6
"[['3.5 l/100 km (comb)'], ['4 l/100 km (city)'], ['3.3 l/100 km (country)']]",3.5
"[['5.1 l/100 km (comb)'], ['6.3 l/100 km (city)'], ['4.3 l/100 km (country)']]",5.1
"[['5.1 l/100 km (comb)'], ['6.3 l/100 km (city)'], ['4.3 l/100 km (country)']]",5.1
"[['3.6 l/100 km (comb)'], ['4.2 l/100 km (city)'], ['3.3 l/100 km (country)']]",3.6
"[['5.4 l/100 km (comb)'], ['7.3 l/100 km (city)'], ['4.2 l/100 km (country)']]",5.4
"[['5.1 l/100 km (comb)'], ['6.3 l/100 km (city)'], ['4.3 l/100 km (country)']]",5.1
"[['5.1 l/100 km (comb)'], ['6.3 l/100 km (city)'], ['4.3 l/100 km (country)']]",5.1
"[['5.1 l/100 km (comb)'], ['6.3 l/100 km (city)'], ['4.3 l/100 km (country)']]",5.1
"[['5.1 l/100 km (comb)'], ['6.3 l/100 km (city)'], ['4.3 l/100 km (country)']]",5.1
"[['5.1 l/100 km (comb)'], ['6.3 l/100 km (city)'], ['4.3 l/100 km (country)']]",5.1
"[['5.1 l/100 km (comb)'], ['6.3 l/100 km (city)'], ['4.3 l/100 km (country)']]",5.1
"[['5.1 l/100 km (comb)'], ['6.3 l/100 km (city)'], ['4.3 l/100 km (country)']]",5.1
"[['5.1 l/100 km (comb)'], ['6.3 l/100 km (city)'], ['4.3 l/100 km (country)']]",5.1
"[['5.1 l/100 km (comb)'], ['6.3 l/100 km (city)'], ['4.3 l/100 km (country)']]",5.1
"[['5.1 l/100 km (comb)'], ['6.3 l/100 km (city)'], ['4.3 l/100 km (country)']]",5.1
"[['5.1 l/100 km (comb)'], ['6.3 l/100 km (city)'], ['4.3 l/100 km (country)']]",5.1
"[['3.6 l/100 km (comb)'], ['4.2 l/100 km (city)'], ['3.3 l/100 km (country)']]",3.6
"[['3.7 l/100 km (comb)'], ['3.9 l/100 km (city)'], ['3.5 l/100 km (country)']]",3.7
"[['3.5 l/100 km (comb)'], ['4 l/100 km (city)'], ['3.2 l/100 km (country)']]",3.5
"[['3.4 l/100 km (comb)'], ['3.8 l/100 km (city)'], ['3.1 l/100 km (country)']]",3.4
,
"[['3.5 l/100 km (comb)'], ['4 l/100 km (city)'], ['3.3 l/100 km (country)']]",3.5
"[['3.5 l/100 km (comb)'], ['4 l/100 km (city)'], ['3.3 l/100 km (country)']]",3.5
,
"[['3.6 l/100 km (comb)'], ['4.2 l/100 km (city)'], ['3.3 l/100 km (country)']]",3.6
"[['3.5 l/100 km (comb)'], ['4 l/100 km (city)'], ['3.2 l/100 km (country)']]",3.5
"[['3.5 l/100 km (comb)'], ['4 l/100 km (city)'], ['3.2 l/100 km (country)']]",3.5
"[['3.4 l/100 km (comb)'], ['3.9 l/100 km (city)'], ['3.1 l/100 km (country)']]",3.4
"[['3.7 l/100 km (comb)'], ['4.2 l/100 km (city)'], ['3.3 l/100 km (country)']]",3.7
,
"[['3.6 l/100 km (comb)'], ['4.2 l/100 km (city)'], ['3.3 l/100 km (country)']]",3.6
"[['3.6 l/100 km (comb)'], ['4.2 l/100 km (city)'], ['3.3 l/100 km (country)']]",3.6
"[['3.5 l/100 km (comb)'], ['4 l/100 km (city)'], ['3.2 l/100 km (country)']]",3.5
"[['3.5 l/100 km (comb)'], ['4 l/100 km (city)'], ['3.3 l/100 km (country)']]",3.5
"[['3.4 l/100 km (comb)'], ['3.9 l/100 km (city)'], ['3.1 l/100 km (country)']]",3.4
"[['3.4 l/100 km (comb)'], ['3.9 l/100 km (city)'], ['3.1 l/100 km (country)']]",3.4
"[['3.4 l/100 km (comb)'], ['3.9 l/100 km (city)'], ['3.1 l/100 km (country)']]",3.4
,
,
,
,
,
,
,
"[['3.7 l/100 km (comb)'], ['4.2 l/100 km (city)'], ['3.3 l/100 km (country)']]",3.7
"[['3.7 l/100 km (comb)'], ['4.2 l/100 km (city)'], ['3.3 l/100 km (country)']]",3.7
"[['3.7 l/100 km (comb)'], ['4.2 l/100 km (city)'], ['3.3 l/100 km (country)']]",3.7
"[['3.7 l/100 km (comb)'], ['4.2 l/100 km (city)'], ['3.3 l/100 km (country)']]",3.7
"[['3.7 l/100 km (comb)'], ['4.2 l/100 km (city)'], ['3.3 l/100 km (country)']]",3.7
"[['4.9 l/100 km (comb)'], ['6.2 l/100 km (city)'], ['4.2 l/100 km (country)']]",4.9
"[['3.4 l/100 km (comb)'], ['3.9 l/100 km (city)'], ['3.1 l/100 km (country)']]",3.4
"[['3.4 l/100 km (comb)'], ['3.9 l/100 km (city)'], ['3.1 l/100 km (country)']]",3.4
"['\n', '4.9 l/100 km (comb)', '\n', '6.2 l/100 km (city)', '\n', '4.2 l/100 km (country)', '\n']",
"[['5.4 l/100 km (comb)'], ['7.1 l/100 km (city)'], ['4.4 l/100 km (country)']]",5.4
"[['5.4 l/100 km (comb)'], ['7.1 l/100 km (city)'], ['4.4 l/100 km (country)']]",5.4
"[['5.5 l/100 km (comb)'], ['7.2 l/100 km (city)'], ['4.5 l/100 km (country)']]",5.5
"[['4.5 l/100 km (comb)'], ['5.6 l/100 km (city)'], ['3.9 l/100 km (country)']]",4.5
"[['5.6 l/100 km (comb)'], ['7.3 l/100 km (city)'], ['4.5 l/100 km (country)']]",5.6
"['\n', '5.1 l/100 km (comb)', '\n', '6.3 l/100 km (city)', '\n', '4.3 l/100 km (country)', '\n']",
,
,
"[['4.5 l/100 km (comb)'], ['5.7 l/100 km (city)'], ['3.8 l/100 km (country)']]",4.5
"[['5.6 l/100 km (comb)'], ['7.3 l/100 km (city)'], ['4.6 l/100 km (country)']]",5.6
"[['5.6 l/100 km (comb)'], ['7.3 l/100 km (city)'], ['4.5 l/100 km (country)']]",5.6
"[['4.3 l/100 km (comb)'], ['5.4 l/100 km (city)'], ['3.7 l/100 km (country)']]",4.3
"[['5.4 l/100 km (comb)'], ['7.1 l/100 km (city)'], ['4.4 l/100 km (country)']]",5.4
,
"[['5.4 l/100 km (comb)'], ['7.1 l/100 km (city)'], ['4.4 l/100 km (country)']]",5.4
"[['5.4 l/100 km (comb)'], ['7.1 l/100 km (city)'], ['4.4 l/100 km (country)']]",5.4
"[['5.5 l/100 km (comb)'], ['7.2 l/100 km (city)'], ['4.5 l/100 km (country)']]",5.5
"[['5.6 l/100 km (comb)'], ['7.3 l/100 km (city)'], ['4.5 l/100 km (country)']]",5.6
"[['5.4 l/100 km (comb)'], ['7.1 l/100 km (city)'], ['4.4 l/100 km (country)']]",5.4
"[['5.6 l/100 km (comb)'], ['7.3 l/100 km (city)'], ['4.5 l/100 km (country)']]",5.6
,
"[['5.6 l/100 km (comb)'], ['7.3 l/100 km (city)'], ['4.5 l/100 km (country)']]",5.6
"['\n', '5.4 l/100 km (comb)', '\n', '7.1 l/100 km (city)', '\n', '4.4 l/100 km (country)', '\n']",
"['\n', '5.4 l/100 km (comb)', '\n', '7.1 l/100 km (city)', '\n', '4.4 l/100 km (country)', '\n']",
"['\n', '5.4 l/100 km (comb)', '\n', '7.1 l/100 km (city)', '\n', '4.4 l/100 km (country)', '\n']",
"[['4.5 l/100 km (comb)'], ['5.7 l/100 km (city)'], ['3.8 l/100 km (country)']]",4.5
"[['5.6 l/100 km (comb)'], ['7.3 l/100 km (city)'], ['4.5 l/100 km (country)']]",5.6
"['\n', '5.4 l/100 km (comb)', '\n', '7.1 l/100 km (city)', '\n', '4.4 l/100 km (country)', '\n']",
"[['5.5 l/100 km (comb)'], ['7.2 l/100 km (city)'], ['4.5 l/100 km (country)']]",5.5
"[['5.5 l/100 km (comb)'], ['7.2 l/100 km (city)'], ['4.5 l/100 km (country)']]",5.5
,
,
"[['4.5 l/100 km (comb)'], ['5.6 l/100 km (city)'], ['3.9 l/100 km (country)']]",4.5
"[['4.5 l/100 km (comb)'], ['5.7 l/100 km (city)'], ['3.8 l/100 km (country)']]",4.5
"['\n', '5.6 l/100 km (comb)', '\n', '7.3 l/100 km (city)', '\n', '4.5 l/100 km (country)', '\n']",
"[['5.1 l/100 km (comb)'], ['6.3 l/100 km (city)'], ['4.3 l/100 km (country)']]",5.1
"[['4.5 l/100 km (comb)'], ['5.7 l/100 km (city)'], ['3.8 l/100 km (country)']]",4.5
"[['5.1 l/100 km (comb)'], ['6.3 l/100 km (city)'], ['4.3 l/100 km (country)']]",5.1
"[['5.5 l/100 km (comb)'], ['7.2 l/100 km (city)'], ['4.5 l/100 km (country)']]",5.5
,
"[['4.5 l/100 km (comb)'], ['5.7 l/100 km (city)'], ['3.8 l/100 km (country)']]",4.5
"['\n', '5.4 l/100 km (comb)', '\n', '7.1 l/100 km (city)', '\n', '4.4 l/100 km (country)', '\n']",
"[['5.4 l/100 km (comb)'], ['7.1 l/100 km (city)'], ['4.4 l/100 km (country)']]",5.4
"['\n', '5.4 l/100 km (comb)', '\n', '7.1 l/100 km (city)', '\n', '4.4 l/100 km (country)', '\n']",
"[['6 l/100 km (comb)'], ['7 l/100 km (city)'], ['4 l/100 km (country)']]",6
,
"[['5.4 l/100 km (comb)'], ['7.1 l/100 km (city)'], ['4.4 l/100 km (country)']]",5.4
"[['5.1 l/100 km (comb)'], ['6.3 l/100 km (city)'], ['4.3 l/100 km (country)']]",5.1
"['\n', '5.1 l/100 km (comb)', '\n', '6.3 l/100 km (city)', '\n', '4.3 l/100 km (country)', '\n']",
"[['5.6 l/100 km (comb)'], ['7.3 l/100 km (city)'], ['4.6 l/100 km (country)']]",5.6
,
"['\n', '5.6 l/100 km (comb)', '\n', '7.3 l/100 km (city)', '\n', '4.5 l/100 km (country)', '\n']",
"['\n', '4.9 l/100 km (comb)', '\n', '6.2 l/100 km (city)', '\n', '4.2 l/100 km (country)', '\n']",
"[['5.4 l/100 km (comb)'], ['7.1 l/100 km (city)'], ['4.4 l/100 km (country)']]",5.4
"['\n', '5.5 l/100 km (comb)', '\n', '7.2 l/100 km (city)', '\n', '4.5 l/100 km (country)', '\n']",
"[['5.4 l/100 km (comb)'], ['7.1 l/100 km (city)'], ['4.4 l/100 km (country)']]",5.4
,
,
"[['4.4 l/100 km (comb)'], ['5.5 l/100 km (city)'], ['3.7 l/100 km (country)']]",4.4
"[['5.4 l/100 km (comb)'], ['7.1 l/100 km (city)'], ['4.4 l/100 km (country)']]",5.4
,
"[['5.6 l/100 km (comb)'], ['7.3 l/100 km (city)'], ['4.5 l/100 km (country)']]",5.6
"[['5.4 l/100 km (comb)'], ['7.1 l/100 km (city)'], ['4.4 l/100 km (country)']]",5.4
"[['5.1 l/100 km (comb)'], ['6.3 l/100 km (city)'], ['4.3 l/100 km (country)']]",5.1
"[['5.6 l/100 km (comb)'], ['7.3 l/100 km (city)'], ['4.5 l/100 km (country)']]",5.6
"[['5.6 l/100 km (comb)'], ['7.3 l/100 km (city)'], ['4.5 l/100 km (country)']]",5.6
"[['6 l/100 km (comb)'], ['7 l/100 km (city)'], ['4 l/100 km (country)']]",6
"[['5.6 l/100 km (comb)'], ['7.3 l/100 km (city)'], ['4.5 l/100 km (country)']]",5.6
"[['5.6 l/100 km (comb)'], ['7.4 l/100 km (city)'], ['4.6 l/100 km (country)']]",5.6
"['\n', '4.9 l/100 km (comb)', '\n', '6.2 l/100 km (city)', '\n', '4.2 l/100 km (country)', '\n']",
"['\n', '5.7 l/100 km (comb)', '\n', '7.3 l/100 km (city)', '\n', '4.7 l/100 km (country)', '\n']",
"[['4.5 l/100 km (comb)'], ['5.7 l/100 km (city)'], ['3.8 l/100 km (country)']]",4.5
"[['5.6 l/100 km (comb)'], ['7.3 l/100 km (city)'], ['4.5 l/100 km (country)']]",5.6
,
"[['5.6 l/100 km (comb)'], ['7.3 l/100 km (city)'], ['4.5 l/100 km (country)']]",5.6
"[['4 l/100 km (comb)'], ['5 l/100 km (city)'], ['3 l/100 km (country)']]",4
"[['4 l/100 km (comb)'], ['5 l/100 km (city)'], ['3 l/100 km (country)']]",4
"[['5.6 l/100 km (comb)'], ['7.3 l/100 km (city)'], ['4.5 l/100 km (country)']]",5.6
"['\n', '4.9 l/100 km (comb)', '\n', '6.2 l/100 km (city)', '\n', '4.2 l/100 km (country)', '\n']",
,
"[['5.4 l/100 km (comb)'], ['7.1 l/100 km (city)'], ['4.4 l/100 km (country)']]",5.4
"[['5.1 l/100 km (comb)'], ['6.3 l/100 km (city)'], ['4.3 l/100 km (country)']]",5.1
"[['5.6 l/100 km (comb)'], ['7.3 l/100 km (city)'], ['4.5 l/100 km (country)']]",5.6
"[['5.6 l/100 km (comb)'], ['7.3 l/100 km (city)'], ['4.5 l/100 km (country)']]",5.6
"[['5.4 l/100 km (comb)'], ['7.1 l/100 km (city)'], ['4.4 l/100 km (country)']]",5.4
"[['5 l/100 km (comb)'], [], []]",5
"[['5.9 l/100 km (comb)'], ['7.4 l/100 km (city)'], ['5 l/100 km (country)']]",5.9
"[['5.6 l/100 km (comb)'], ['7.3 l/100 km (city)'], ['4.5 l/100 km (country)']]",5.6
"[['4.5 l/100 km (comb)'], ['5.7 l/100 km (city)'], ['3.8 l/100 km (country)']]",4.5
"[['5.6 l/100 km (comb)'], ['7.3 l/100 km (city)'], ['4.5 l/100 km (country)']]",5.6
"[['4.5 l/100 km (comb)'], ['5.7 l/100 km (city)'], ['3.8 l/100 km (country)']]",4.5
"[['4.3 l/100 km (comb)'], ['5.2 l/100 km (city)'], ['3.8 l/100 km (country)']]",4.3
,
"[['4.5 l/100 km (comb)'], ['5.6 l/100 km (city)'], ['3.9 l/100 km (country)']]",4.5
"[['5.4 l/100 km (comb)'], ['7.1 l/100 km (city)'], ['4.4 l/100 km (country)']]",5.4
"[['4.3 l/100 km (comb)'], ['5.2 l/100 km (city)'], ['3.8 l/100 km (country)']]",4.3
"[['5.4 l/100 km (comb)'], ['7.1 l/100 km (city)'], ['4.4 l/100 km (country)']]",5.4
"[['5.6 l/100 km (comb)'], ['7.3 l/100 km (city)'], ['4.5 l/100 km (country)']]",5.6
"[['5.6 l/100 km (comb)'], ['7.3 l/100 km (city)'], ['4.5 l/100 km (country)']]",5.6
,
"[['5.4 l/100 km (comb)'], ['7.1 l/100 km (city)'], ['4.4 l/100 km (country)']]",5.4
"[['5.6 l/100 km (comb)'], ['7.4 l/100 km (city)'], ['4.6 l/100 km (country)']]",5.6
"[['4.3 l/100 km (comb)'], ['5.2 l/100 km (city)'], ['3.8 l/100 km (country)']]",4.3
"[['5.5 l/100 km (comb)'], ['7.2 l/100 km (city)'], ['4.5 l/100 km (country)']]",5.5
"[['4.5 l/100 km (comb)'], ['5.7 l/100 km (city)'], ['3.8 l/100 km (country)']]",4.5
"[['4.5 l/100 km (comb)'], ['5.7 l/100 km (city)'], ['3.8 l/100 km (country)']]",4.5
"[['5.6 l/100 km (comb)'], ['7.3 l/100 km (city)'], ['4.5 l/100 km (country)']]",5.6
,
"[['5.1 l/100 km (comb)'], ['6.3 l/100 km (city)'], ['4.3 l/100 km (country)']]",5.1
"[['5.1 l/100 km (comb)'], ['6.3 l/100 km (city)'], ['4.3 l/100 km (country)']]",5.1
"[['4.9 l/100 km (comb)'], ['6.2 l/100 km (city)'], ['4.2 l/100 km (country)']]",4.9
"[['5.6 l/100 km (comb)'], ['7.3 l/100 km (city)'], ['4.5 l/100 km (country)']]",5.6
"[['5.6 l/100 km (comb)'], ['7.3 l/100 km (city)'], ['4.5 l/100 km (country)']]",5.6
"['\n', '5.6 l/100 km (comb)', '\n', '7.3 l/100 km (city)', '\n', '4.5 l/100 km (country)', '\n']",
"[['5.1 l/100 km (comb)'], ['6.3 l/100 km (city)'], ['4.3 l/100 km (country)']]",5.1
"[['5.6 l/100 km (comb)'], ['7.3 l/100 km (city)'], ['4.5 l/100 km (country)']]",5.6
"['\n', '4.5 l/100 km (comb)', '\n', '5.7 l/100 km (city)', '\n', '3.8 l/100 km (country)', '\n']",
"[['5.6 l/100 km (comb)'], ['7.3 l/100 km (city)'], ['4.5 l/100 km (country)']]",5.6
,
,
"[['5.7 l/100 km (comb)'], ['7.3 l/100 km (city)'], ['4.7 l/100 km (country)']]",5.7
"[['5.4 l/100 km (comb)'], ['7.1 l/100 km (city)'], ['4.4 l/100 km (country)']]",5.4
"[['5.7 l/100 km (comb)'], ['7.3 l/100 km (city)'], ['4.7 l/100 km (country)']]",5.7
"[['5.4 l/100 km (comb)'], ['7.1 l/100 km (city)'], ['4.4 l/100 km (country)']]",5.4
,
"[['4.6 l/100 km (comb)'], ['5.8 l/100 km (city)'], ['3.9 l/100 km (country)']]",4.6
"[['4.6 l/100 km (comb)'], ['5.8 l/100 km (city)'], ['3.9 l/100 km (country)']]",4.6
"[['4.5 l/100 km (comb)'], ['5.7 l/100 km (city)'], ['3.8 l/100 km (country)']]",4.5
"[['5.4 l/100 km (comb)'], ['7.1 l/100 km (city)'], ['4.4 l/100 km (country)']]",5.4
"[['5.6 l/100 km (comb)'], ['7.3 l/100 km (city)'], ['4.5 l/100 km (country)']]",5.6
"[['5.6 l/100 km (comb)'], ['7.4 l/100 km (city)'], ['4.6 l/100 km (country)']]",5.6
"[['5.6 l/100 km (comb)'], ['7.3 l/100 km (city)'], ['4.5 l/100 km (country)']]",5.6
"[['5.6 l/100 km (comb)'], ['7.3 l/100 km (city)'], ['4.5 l/100 km (country)']]",5.6
"['\n', '5.6 l/100 km (comb)', '\n', '7.3 l/100 km (city)', '\n', '4.5 l/100 km (country)', '\n']",
"[['5.6 l/100 km (comb)'], ['7.3 l/100 km (city)'], ['4.5 l/100 km (country)']]",5.6
"[['5.4 l/100 km (comb)'], ['7.1 l/100 km (city)'], ['4.4 l/100 km (country)']]",5.4
,
,
"[['5.6 l/100 km (comb)'], ['7.3 l/100 km (city)'], ['4.6 l/100 km (country)']]",5.6
"['\n', '5.1 l/100 km (comb)', '\n', '6.3 l/100 km (city)', '\n', '4.3 l/100 km (country)', '\n']",
"[['4.5 l/100 km (comb)'], ['5.7 l/100 km (city)'], ['3.8 l/100 km (country)']]",4.5
"[['5.6 l/100 km (comb)'], ['7.3 l/100 km (city)'], ['4.5 l/100 km (country)']]",5.6
,
"[['4.5 l/100 km (comb)'], ['5.7 l/100 km (city)'], ['3.8 l/100 km (country)']]",4.5
"[['4.9 l/100 km (comb)'], ['6.2 l/100 km (city)'], ['4.2 l/100 km (country)']]",4.9
